SKU,Name,UrlToProduct,Price,RetailPrice,UrlToImage,UrlToThumbnail,Commission,Category,SubCategory,Description,SearchTerms,Status,YourMerchantID,Custom1,Custom2,Custom3,Custom4,Custom5,StoreID,Manufacturer,PartNumber,MerchantCategory,MerchantSubcategory,ShortDescription,ISBN,UPC,CrossSell,MerchantGroup,MerchantSubgroup,CompatibleWith,CompareTo,QuantityDiscount,Bestseller,AddToCartURL,ReviewsRSSURL,Option1,Option2,Option3,Option4,Option5,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse
AHS001,Handy Seat Walking Cane,http://www.mobility-aids.com/handy-seat-walking-cane.html,29.95,,http://www.mobility-aids.com/assets/uploaded/handy-seat.jpg,http://www.mobility-aids.com/assets/uploaded/handy-seat.jpg,,12,183,"The <b>Handy Seat Walking Cane</b> was designed for people who require either walking or resting assistance. Perfect for individuals who suffer from arthritis, hip or leg surgery, fibromyalgia, back injury or any other physical disability that makes walking for an extended period difficult. <br><br> Having the Handy Seat cane available allows you to rest when needed or can be used as a walking cane. Lightweight aluminum has a cushioned grip handle, vinyl 7 1/2"" square seat, 3 rubber-tipped legs. Weighs only 28 ounces, supports up to 250 pounds! Folds to 25"" high. <br><br> Perfect for everyday walking or sitting! <br><br> Suitable for people 5'2"" (157 cm) to 6'2"" (188 cm) tall.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Handy Seat Walking Cane Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Material Content:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">polypropylene seat and handle, aluminum legs.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Weight:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">28 ounces. </FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Weight Capacity:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">250 lbs</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measurements:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">Folded: 9"" x 2"" x 34"". Unfolded: 9"" x 8"" x 22"". </FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Cane Length:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">34"" tall.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Seat Height:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">21"" tall. </FONT></TD>        </TR>                </TABLE>","handy seat, handy seat cane, handy seat walking cane, sitting device, resting device, mobility aids, wheelchair, walker gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired ",instock,942,,,,,,4,"The Wright Stuff, Inc",,Canes & Cane Accessories,,For people who require either walking or resting assistance.,,,"ADM1366,ADLPL36",,,,,1~1~25.95,,,,,,,,,,,,,,,,,
AKE31061,Triple Loop Leg Lifter or Quad leg Lifter,http://www.mobility-aids.com/triple-loop-leg-lifter-or-quad-leg-lifter.html,13.95,,http://www.mobility-aids.com/assets/uploaded/quad-small.jpg,http://www.mobility-aids.com/assets/uploaded/quad-small.jpg,,12,183,"The <b>Triple Loop Leg Lifter or Quad leg Lifter</b> features a pre-formed foot support with a heavy gauge wire insert that can be modified by bending it to the desired shape. Three loops provide forearm-assisted positioning. <br><br> Made with 1 inch heavy-duty webbing. Reinforced webbing with metal rod will extend the user’s reach to assist in lifting one leg at a time. The loop is placed around the foot or cast and can be repositioned by the user. 40 in. long.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Triple Loop Leg Lifter or Quad leg Lifter Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Length:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">40 inches</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Made with:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">1 inch heavy-duty webbing reinforced webbing with metal rod.</FONT></TD>        </TR>                </TABLE>","quad leg lifter, quad tripple loop leg lifter, help quad lift leg, mobility aids, wheelchair, walker gear, accessories, for the, elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,"Sitting, Standing and Transfer Aids",Leg Lifters,Three loops provide forearm assisted leg positioning.,,,"AST417,CDCB2131",,,,,1~1~13.95,,,,,,,,,,,,,,,,,
AMI400,5 Cleat Ice Pick for Canes and Crutches,http://www.mobility-aids.com/5-cleat-ice-pick-for-canes-and-crutches.html,9.95,,http://www.mobility-aids.com/assets/uploaded/Ice_Pick_for_canes.jpg,http://www.mobility-aids.com/assets/uploaded/Ice_Pick_for_canes.jpg,,12,183,"This plated steel <b>Cane, Walker and Crutch Ice Pick</b> attachment has five points to prevent a cane or crutch from slipping on snow-covered, slushy or icy surfaces.  It clamps onto canes from 5/8"" to 1"" in diameter with the screws provided. <br><br> Simply squeeze the two plastic knobs together to swing the point into place and lock into position for use.  When not needed, flip the point up in the retracted position to expose the rubber tip of the cane for normal use.  A screwdriver is required for installation.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>5 Cleat Ice Pick for Canes and Crutches Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Package:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">One per package.</FONT></TD>        </TR>                </TABLE>","5 cleat ice pick for canes, cane ice pick, five cleat ice pick, ice cleat for canes, cane tip, cane tip for ice, mobility aids, cane ice pick for elderly, seniors, physically impaired, handicapped, disabled, walker, crutch",instock,942,,,,,,4,"The Wright Stuff, Inc",,Crutch Accessories,,"Prevents a cane or crutch from slipping on snow-covered, slushy or icy surfaces.",,,"AMI70328,ADM1366",,,,,1~1~9.95,,,,,,,,,,,,,,,,,
AMI403TB,Blue Terry Walker Hand Grips,http://www.mobility-aids.com/blue-terry-walker-crutch-hand-grips.html,17.95,,http://www.mobility-aids.com/assets/images/products/ami403tb-terry-blue-walker-pads-1w.jpg,http://www.mobility-aids.com/assets/images/products/ami403tb-terry-blue-walker-pads-1w_thumbnail.jpg,,12,183,"<b>Blue Terry Walker Hand Grips</b> are all cotton terry with thick foam padding. These walker pads are designed to minimize hand discomfort when using a walker. Simply wrap the hand grip covers around a 1 inch diameter standard walker handle and secure with the hook-and-loop fasteners. Cushioned handle pads measure 6 x 7 inches. Sold in pairs.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Blue Terry Walker  Hand Grips Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">6 x 7 inches.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Velcro strip:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">3/4 inch wide.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Fits:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">1 inch diameter tubing.</FONT></TD>        </TR>                </TABLE>","walker hand grips, walker hand pads, walker grips, for walkers, mobility aids, walker grips for elderly, seniors, physically impaired, handicapped, disabled, crutch hand grip, crutch hand pad, crutch hand pad, hand pad for crutches",instock,942,,,,,,4,"The Wright Stuff, Inc",,Walker Accessories,,Minimize hand discomfort when using a walker or crutch.,,,,,,,,1~1~17.95,,,,,,,,,,,,,,,,,
AMI403TW,Walker & Crutch Hand Pads,http://www.mobility-aids.com/walker-crutch-hand-pads.html,12.95,,http://www.mobility-aids.com/assets/uploaded/Walker_hand__grips_Maddak.jpg,http://www.mobility-aids.com/assets/uploaded/Walker_hand__grips_Maddak.jpg,,12,183,"The <b>Walker and Crutch Hand Pads</b> are designed to minimize hand discomfort when using a walker or crutch. Simply wrap cover around a standard handle and secure with the hook-and-loop straps.  Two layers of terrycloth are combined to wick away moisture for a soft comfortable grip.  Measures 6 1/2 x 6 3/4 inches. Sold in pairs. <!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Walker & Crutch Hand Pads Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">6 1/2 x 6 3/4 inches</FONT></TD>        </TR>                </TABLE>","walker hand grips, pad, pads, cushion, cushions, walker pads, grips, grip, hand pads for walkers, crutch, crutches, mobility aids, elderly, seniors, physically impaired, handicapped, disabled",instock,942,,,,,,4,"The Wright Stuff, Inc",,Walker Accessories,,Minimize hand discomfort when using a walker or crutch.,,,"ASN401,AMI703205,CTC31917",,,,,1~1~12.95,,,,,,,,,,,,,,,,,
AMI406,Deluxe Walker Basket,http://www.mobility-aids.com/deluxe-walker-basket.html,24.95,,http://www.mobility-aids.com/assets/uploaded/walker_basket.jpg,http://www.mobility-aids.com/assets/uploaded/walker_basket.jpg,,12,183,"Attach this plastic-coated wire <b>Walker Basket</b> to most any walker for carrying needed items. Features a heavy-duty clear plastic tray that has one large compartment, a coin or medication holder, and a round compartment for a glass, can or cup. Measures 5 ½ deep x 16 wide x 7 in. tall. <br><br> Choose from flexible stabilizing bars #AMI406B or hook and loop straps #AMI406S.  A replacement tray is also available #AMI406R.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Deluxe Walker Basket Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">5 ½ in. deep x 16 in. wide x 7 in. tall.</FONT></TD>        </TR>                </TABLE>","walker basket, deluxe walker basket, walker basket with tray, walker basket with bars, mobility aids, elderly, seniors, physically impaired, handicapped, disabled",instock,942,,,,,,4,"The Wright Stuff, Inc",,Walker Accessories,"Walker Trays, Bags & Totes ","Basket has one large compartment, a coin or medication holder, and a round compartment for a glass, can or cup.",,,"CDCB5412,AMI703205,CFP181",,,,,1~1~24.95,,,,,,,,,,,,,,,,,
AMI70317,No Wire Walker Basket,http://www.mobility-aids.com/no-wire-walker-basket.html,19.95,,http://www.mobility-aids.com/assets/uploaded/703170000.jpg,http://www.mobility-aids.com/assets/uploaded/703170000.jpg,,12,183,"Firmly attaches to the horizontal and vertical bars of the walker. Flexible, virtually indestructible, retractable stabilizing arms lock onto the legs of the walker and eliminate excess swinging. <br><br> The front of the <b>No Wire Walker Basket</b> features a slot for an identification tag and the bottom of the basket has a built-in glass, can or cup holder, a smaller compartment for coins or medications and a trough for utensils, pens, straws or eyeglasses. No additional tray is needed. Can be attached on the inside or outside of the walker.<br><br>  Ships and stores flat. Easy to assemble. Made of polypropylene. Dimensions: unassembled - 16 1/4 x 7 11/16 x 2 1/8 inches, assembled - 16 1/4 x 8 3/4 x 8 1/4 inches. <!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>No Wire Walker Basket Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Assembled dimensions</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">16 1/4 x 8 3/4 x 8 1/4 inches</FONT></TD>        </TR>                </TABLE>","no wire walker basket, walker basket, no-wire walker basket, walker baskets for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Walker Accessories,"Walker Trays, Bags & Totes ","Built-in glass, can or cup holder, a smaller compartment for coins or medications and a trough for utensils.",,,"ASN411,CDCB1112,AMI70623",,,,,1~1~19.95,,,,,,,,,,,,,,,,,
AMI703205,Walker Bag Hook,http://www.mobility-aids.com/walker-bag-hook.html,8.95,,http://www.mobility-aids.com/assets/uploaded/703200050.jpg,http://www.mobility-aids.com/assets/uploaded/703200050.jpg,,12,183,The <b>Walker Bag Hook</b> creates a convenient spot on a walker to hang a bag or purse. Simply attach the clamp around the walker tubing or standard bed rail. The clamp can be adjusted to accommodate tubing diameters 1/2 to 1 1/8 inch diameter.  Hang a purse or bag on the hook.  <p> <h4>Walker Bag Hook Specifications:</h4> <ul> <li>Adjusts for tubing 1/2 to 1 1/8 inch diameter.</li> <li>Hook measures 3 inches long.</li> <li>Clear hook.</li> </ul><p>,"walker bag hook, walker accessories, hook for walker, walker hook, walker bag, bag hooks, purse hook, hanging hook, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Walker Accessories,,Creates a convenient spot on a walker to hang a bag or purse.,,,"CTC31917,CDCB5421,ADM1031",,,,,1~1~8.95,,,,,,,,,,,,,,,,,
AMI70323,Star Glide Walker Slides,http://www.mobility-aids.com/star-glide-walker-slides.html,22.95,,http://www.mobility-aids.com/assets/uploaded/703230000.jpg,http://www.mobility-aids.com/assets/uploaded/703230000.jpg,,12,183,<b>Star Glide Walker Slides</b> are walker glide tips designed for use by individuals with walking and balance disabilities. These nylon glides replace the rubber tips on the rear legs of wheeled walkers to reduce friction and allow the walker to move easier. Simple to use and easy to install. Just remove the rubber tips from the walker legs and replace them with Star Glides™. These walker slides are long lasting and are sold in a package of 2. Two sizes are available to choose from: 1 inch diameter and 1 1/8 diameter. <p> <h4>Star Glide Walker Slides Specifications</h4> <ul> <li>Constructed of durable nylon material.</li>  <li>Bright blue color.</li> <li>Package of 2. </li> <li>Reduces friction to allow wheeled walkers to move easily.</li> <li>Available in two sizes for 1 inch and 1 1/8 inch diameter walker tubing.</li> </ul></p>,"star glide, walker slides, walker skis, walker accessories, walker safety, walker brakes, walker glides, star glides, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Walker Accessories,"Walker Balls, Slides & Glides",Allow for easier movement of the walker.,,,"AMI703205,CDCB5421,AMI403TB",,,,,1~1~19.95,,,,,,,,,,,,,,,,,
AMI70325,Clip Cane Holder,http://www.mobility-aids.com/clip-cane-holder.html,19.95,,http://www.mobility-aids.com/assets/uploaded/AMI70325.jpg,http://www.mobility-aids.com/assets/uploaded/AMI70325.jpg,,12,183,"The <b>Clip Cane Holder</b> is a cane holder with double clips that holds your cane and clips to round tubing. This cane holder allows users to keep a cane handy wherever they may need it. Simply snap one side of this cane holder onto a round tubular structure such as a table leg, walker, commode frame, wheelchair, or lawn chair. The opposite side of the clip will hold most diameters of canes. The gripping surfaces are soft plastic rollers and will not damage the cane shaft. The Clip Cane Holder measures 3 inches long, 2 inches wide, 1 3/4 inches high.<p> <h4>Clip Cane Holder Specifications:</h4> <ul> <li>Double clips hold your cane and attaches to round tubing.</li> <li>Clips have soft plastic rollers that will not scratch cane shaft.</li> <li>Measures 3 x 2 x 1 3/4 inches.</li> </ul> </p>","cane holder, clip holder, walker accessories, cane holders, cane accessories, handicap accessories, cane clip, mobility aids, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Canes & Cane Accessories,,Simply snap one side of the clip onto any tubular structure.,,,"CD,ADM1077,ACI10",,,,,1~1~19.95,,,,,,,,,,,,,,,,,
AMI8877,Wheelchair Brake Lever Extension,http://www.mobility-aids.com/wheelchair-brake-lever-extension.html,25.95,,http://www.mobility-aids.com/assets/uploaded/Brake_lever_extender_8594-2.jpg,http://www.mobility-aids.com/assets/uploaded/Brake_lever_extender_8594-2.jpg,,12,183,"Wheelchair <b>Brake Lever Extensions</b> provide increased leverage to make it easier to lock the brakes of wheelchair wheels. These wheelchair brake extenders slip onto the existing brake lever of the wheel chair. Wheelchair brake extensions are made of steel with a black rubber tip and are sold as a pair. These brake extensions are designed to fit Invacare, Medline, Evermed wheelchairs and most other brands and are sold as a pair. Brake extensions enable wheelchair users with one hand or limited mobility to successfully lock both wheelchair brakes. This helps reduce falls from unlocked wheelchairs. <p> <h4>Wheelchair Brake Lever Extensions Specifications:</h4> <ul> <li>Choose from 6 inch or 8 inch lengths.</li> <li>Made of steel with black rubber tip.</li> <li>Designed to fit Invacare wheelchairs and most others.</li> <li>Sold as a pair.</li> </ul></p>","brake extensions, wheelchair brake lever extension, brake lever extension, wheelchair accessories, wheel chair accessories, mobility aids, elderly, seniors, physically impaired, handicapped, disabled",instock,942,,,,,,4,"The Wright Stuff, Inc",,Wheelchair Accessories,,Wheelchair brake lever extensions provide increased leverage.,,,"CFP181,CDCB1111",,,,,1~1~25.95,,,,,,,,,,,,,,,,,
APT400,Accu-Grips™ :: Wheelchair Grips,http://www.mobility-aids.com/accu-grips-wheelchair-grips.html,29.95,,http://www.mobility-aids.com/assets/uploaded/accu-grips.jpg,http://www.mobility-aids.com/assets/uploaded/accu-grips.jpg,,12,183,"The <b>Accu-Grips</b> are much-needed, state-of-the art wheelchair grips that replace the existing leg rest and wheel lock grips on manual wheelchairs. The unique design and bright yellow color enable wheelchair users and their caregivers to more readily locate the grips. <br><br> Products like Accu-Grips™ do not currently exist on the market. Because the product developer worked directly with wheelchair users throughout her career as a health care provider, she noticed that the majority of her patients had difficulty seeing or feeling the original grips on their wheelchairs. Her committment to her patients and her willingness to solve this challenge led to the development of Accu-Grips™. <br><br> <a href=""/assets/uploaded/accu-grip-instructions.pdf"" target=""_blank"">Accu-Grip Instructions</a><!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Accu-Grips™ :: Wheelchair Grips Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Material:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">ABS plastic.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>4-piece set:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">2 Grips for the Wheel Locks and 2 Grips for the Leg Rests.</FONT></TD>        </TR>                </TABLE>","accu grip, accu grip, wheelchair grips, wheelchair leg rest grip, wheelchair wheel lock grip, handle, extension, lever, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Wheelchair Accessories,,Replace the existing wheelchair leg rest and wheel lock grips.,,,"CAE400,CDCB1111",,,,,1~1~29.95,,,,,,,,,,,,,,,,,
ASG257465,INGRID Cane Holder :: Walking Cane Holder,http://www.mobility-aids.com/ingrid-cane-holder-walking-cane-holder.html,14.99,,http://www.mobility-aids.com/assets/uploaded/Ingrid-Cane-Holder.jpg,http://www.mobility-aids.com/assets/uploaded/Ingrid-Cane-Holder.jpg,,12,183,"The <b>INGRID Cane Holder</b> was developed in 1998 following consultation with Swedish experts in design and steel manufacturing, resulting in a unique combination of elegance and function. <br><br> The walking cane holder is made of high quality thermoplastic rubber (Santoprene) and has a stainless steel spring specifically designed for the Cane Holder. It has a simple snap-on fitting and may be attached by users with reduced muscular strength. <br><br> Thanks to having both a hook and a prop, the holder lets you hang your walking cane or crutch on chairs, shopping carts, tables, counter tops, etc.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>INGRID Cane Holder :: Walking Cane Holder Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Fits cane sizes:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">19-25 mm (3/4""-1"").</FONT></TD>        </TR>                </TABLE>","ingrid cane holder, cane holder, walking cane holder, holder for walking canes, mobility aids, wheelchair, walker gear, accessories, elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Canes & Cane Accessories,,"Hang your walking cane or crutch on chairs, shopping carts, tables, counter tops, etc.",,,"CAE400,ASG257832",,,,,1~1~14.99,,,,,,,,,,,,,,,,,
